town,zipcode,ecc,violentcrime_quintile,education_percentile_quintile,education_percentile,school_choice,total_mapc,house_number_symbol,lat_lon_category,lat,lon,town_website_description,town_link,wikipedia,wikipedia_link,street,school,town_square,open_space_or_landmark,crime_percentile,max_rent_0br,max_rent_1br,max_rent_2br,max_rent_3br,max_rent_4br,max_rent_5br,max_rent_6br,town_area,x,y,school_thumbnail,school_license,school_license_url,school_description,school_artist,school_username,open_space_or_landmark_thumbnail,open_space_or_landmark_license,open_space_or_landmark_license_url,open_space_or_landmark_description,open_space_or_landmark_artist,open_space_or_landmark_username,street_thumbnail,street_license,street_license_url,street_description,street_artist,street_username,town_square_thumbnail,town_square_license,town_square_license_url,town_square_description,town_square_artist,town_square_username
Everett,02149,0,4,4,30,0,2287,5,1,42.4072,-71.0539,"Everett is a city in Middlesex County, Massachusetts, directly north of Boston, bordering the neighborhood of Charlestown. The population was 41,667 at the time of the 2010 United States Census. Everett has eight public schools, which include six elementary schools, five K-8 schools, and one high school, Everett High School. Everett has eight public schools, which include six elementary schools, five K-8 schools, and one high school, Everett High School. ",http://www.cityofeverett.com/,,"https://en.wikipedia.org/wiki/Everett,_Massachusetts","https://commons.wikimedia.org/wiki/File:MA_Route_99_northbound,_Everett_MA.jpg","https://sw.m.wikipedia.org/wiki/Picha:Revere_Beach_Parkway_Eastbound_at_Everett_Ave,_Everett_MA.jpg",,,26,1575,1725,2100,2600,2800,3200,3650,,-71.0539,42.4072,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Revere_Beach_Parkway_Eastbound_at_Everett_Ave%2C_Everett_MA.jpg/120px-Revere_Beach_Parkway_Eastbound_at_Everett_Ave%2C_Everett_MA.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,"Revere Beach Parkway Eastbound at Everett Ave, Everett MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/MA_Route_99_northbound%2C_Everett_MA.jpg/120px-MA_Route_99_northbound%2C_Everett_MA.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"MA Route 99 northbound, Everett MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,,,,,,
Chelsea,02150,0,5,4,26,0,4607,5,1,42.3965,-71.0326,"Chelsea is a city in Suffolk County, Massachusetts, directly across the Mystic River from the city of Boston. As of 2013, Chelsea had an estimated population of 36,828. It is also the second most densely populated city in Massachusetts behind Somerville. With a total area of just 2.21 square miles, Chelsea is the smallest city in Massachusetts in terms of total area. The new SL3 route begins at South Station and runs through the Waterfront Tunnel, along with the SL1 and SL2 routes, to Silver Line Way, continuing with the SL1 through the Ted Williams Tunnel. The new route diverges to meet the Blue Line at Airport Station, and follows the Coughlin Bypass Road (a half-mile commercial-use-only road which opened in 2012) to the Chelsea Street Bridge. Chelsea Public Schools has four elementary schools, three middle schools, and one high school, Chelsea High School. ",https://www.chelseama.gov/,,"https://en.wikipedia.org/wiki/Chelsea,_Massachusetts","https://commons.wikimedia.org/wiki/File:Chelsea_Clock_Company,_Chelsea_MA.jpg",,,,6.00000000000001,1675,1850,2250,2800,3000,3450,3900,,-71.0326,42.3965,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Chelsea_Clock_Company%2C_Chelsea_MA.jpg/120px-Chelsea_Clock_Company%2C_Chelsea_MA.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,"Chelsea Clock Company, Chelsea MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,,,,,,
Revere,02151,0,5,4,33,0,3182,5,1,42.4189,-71.0041,"Revere is a city in Suffolk County, Massachusetts, located approximately 5 miles from downtown Boston. Revere Public Schools operates the city's public schools. High school students attend either the Revere High School, Northeast Metropolitan Regional Vocational High School or the Seacoast School. Some students attend local charter schools in other cities such as the Pioneer Charter School of Science. There are three public middle schools: the Garfield School, Susan B. Anthony Middle School, and the Rumney Marsh Academy. Private PK-8 schools include Eagle Heights Academy and Immaculate Conception. The MBTA Blue Line terminates in Revere, with stops at Wonderland, Revere Beach, and Beachmont.",https://www.revere.org/,,"https://en.wikipedia.org/wiki/Revere,_Massachusetts","https://commons.wikimedia.org/wiki/File:Beachmont,_Bennington_St_and_Winthrop_Ave,_Revere_MA.jpg","https://commons.wikimedia.org/wiki/File:Beachmont_MBTA_Station,_Revere_MA.jpg",,,17,1575,1725,2100,2600,2800,3200,3650,,-71.0041,42.4189,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Beachmont_MBTA_Station%2C_Revere_MA.jpg/120px-Beachmont_MBTA_Station%2C_Revere_MA.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,"Beachmont MBTA Station, Revere MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Beachmont%2C_Bennington_St_and_Winthrop_Ave%2C_Revere_MA.jpg/120px-Beachmont%2C_Bennington_St_and_Winthrop_Ave%2C_Revere_MA.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,"Beachmont, Bennington St and Winthrop Ave, Revere MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,,,,,,
Winthrop,02152,1,4,3,49,0,543,4,1,42.3769,-70.98,"Winthrop is a city in Suffolk County, Massachusetts. The population was 17,497 at the 2010 census. Winthrop is an ocean-side suburban community in Greater Boston situated at the north entrance to Boston Harbor, close to Logan International Airport. Two bus routes are provided by Paul Revere Transportation, which run from Point Shirley through the highlands and center of the town and terminate at Orient Heights. Paul Revere Transportation has operated the bus service in town since 1991. The service, which is subsidized by the MBTA, operates as Route 712 Point Shirley or Winthrop Beach to Orient Heights Station via Winthrop Highlands and Route 713 Point Shirley or Winthrop Beach to Orient Heights via Winthrop Center. The Blue Line of the MBTA subway system crosses near the town, with stops at Orient Heights Station, Suffolk Downs Station, and Beachmont Station, all of which are just a half mile from the city limits. A water transportation dock is located at the public landing and provides ferry service across Boston Harbor. Currently, Boston Harbor Cruises operates the service seasonally (May through October) between Winthrop and Rowes Wharf.",https://www.town.winthrop.ma.us/,,"https://en.wikipedia.org/wiki/Winthrop,_Massachusetts",,,https://commons.wikimedia.org/wiki/File:Winthrop_ma.jpg,,38,1450,1600,1950,2425,2600,2975,3375,,-70.98,42.3769,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Winthrop_ma.jpg/120px-Winthrop_ma.jpg,Public domain,,Winthrop ma,"<a href=""https://en.wikipedia.org/wiki/User:Sean_2015"" class=""extiw"" title=""wikipedia:User:Sean 2015"">Sean 2015</a> at <a href=""https://en.wikipedia.org/wiki/"" class=""extiw"" title=""wikipedia:"">English Wikipedia</a>",File Upload Bot (Magnus Manske)
Medford,02155,0,3,4,39,0,9623,5,1,42.4276,-71.1084,"Medford is a city 3.2 miles northwest of downtown Boston on the Mystic Riverin Middlesex County, Massachusetts, United States. In the 2010 U.S. Census, Medford's population was 56,173. It is home to Tufts University, which has its campus along the Medford and Somerville border. Medford Public Schools is a school district located in Medford, Massachusetts. The district has 9 schools in the city serving grades K-12. Numerous Massachusetts Bay Transportation Authority bus lines go through Medford local service and direct connections to nearby areas in Arlington, Somerville, Cambridge, Malden, Charlestown, Winchester, and Woburn, while the 325 and 326 routes provide express service to downtown Boston and the 710 route is contracted to Joseph's Transportation, a Medford family-owned company. The 90, 97, 106, 110, and 112 bus routes additionally terminate at Wellington station, providing a direct connection between Medford and nearby areas in Somerville, Everett, Malden, Revere, Chelsea, East Boston, and Melrose. On Medford's east side, Wellington station on the Orange Line provides a connection to Boston and the entire rapid transit system. On the west side, the Lowell Commuter Rail Line stops in West Medford Square.",http://www.medfordma.org/,,"https://en.wikipedia.org/wiki/Medford,_Massachusetts","https://commons.wikimedia.org/wiki/File:Medford_Square,_Medford_MA.jpg","https://commons.wikimedia.org/wiki/File:Main_Street,_South_Medford_MA.jpg",,,58,1675,1850,2250,2800,3000,3450,3900,,-71.1084,42.4276,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Main_Street%2C_South_Medford_MA.jpg/120px-Main_Street%2C_South_Medford_MA.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,"Main Street, South Medford MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Medford_Square%2C_Medford_MA.jpg/120px-Medford_Square%2C_Medford_MA.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,"Medford Square, Medford MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,,,,,,
Boston - Harvard Business,02163,0,1,,,1,24,2,1,42.3663,-71.1345,"Harvard Business School (HBS) is the graduate business school of Harvard University in Boston, Massachusetts. The school offers a large full-time MBA program, doctoral programs, HBS Online and many executive education programs.",http://www.bostonplans.org/neighborhoods/allston-brighton/at-a-glance,,https://en.wikipedia.org/wiki/Allston,https://en.wikipedia.org/wiki/Allston#/media/File:Harvard_Avenue_Historic_District_Boston_MA.jpg,,https://en.wikipedia.org/wiki/Allston#/media/File:Packardscorner.jpg,https://en.wikipedia.org/wiki/Harvard_Stadium#/media/File:Harvard_Stadium_-_2006_1.jpg,99,2250,2450,3000,3725,4025,4600,5225,Boston,-71.1345,42.3663,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Harvard_Stadium_-_2006_1.jpg/120px-Harvard_Stadium_-_2006_1.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,Harvard Stadium - 2006 1,"<span lang=""en"">Unknown author</span>",Leboul99,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Harvard_Avenue_Historic_District_Boston_MA.jpg/120px-Harvard_Avenue_Historic_District_Boston_MA.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Harvard Avenue Historic District Boston MA,"<a href=""//commons.wikimedia.org/wiki/User:Jameslwoodward"" title=""User:Jameslwoodward"">Jameslwoodward</a>",Jameslwoodward,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Packardscorner.jpg/120px-Packardscorner.jpg,CC-BY-SA-3.0,http://creativecommons.org/licenses/by-sa/3.0/,Packardscorner,"<a href=""https://en.wikipedia.org/wiki/User:DoorFrame"" class=""extiw"" title=""wikipedia:User:DoorFrame"">DoorFrame</a> at <a href=""https://en.wikipedia.org/wiki/"" class=""extiw"" title=""wikipedia:"">English Wikipedia</a>",File Upload Bot (Magnus Manske)
Quincy,02169,1,4,2,75,0,5426,5,1,42.2394,-71.0203,"Quincy is the largest city in Norfolk County, Massachusetts. It is part of Metropolitan Boston and one of Boston's immediate southern suburbs. Its population in 2014 was 93,397, making it the eighth-largest city in the state. Known as the ""City of Presidents,"" Quincy is the birthplace of two U.S. presidents—John Adams and his son John Quincy. Quincy is home to various educational institutions, public and private, including one early childhood education center, one Montessori school, one Catholic school, one college-preparatory school, two colleges, Eastern Nazarene College, a private liberal arts and sciences college, and Quincy College, a private, localized college, two public high schools, five public middle schools, and 12 public elementary schools. As part of Metro Boston, Quincy has easy access to transportation facilities. State highways and the Interstate system connect the Greater Boston area to the airport, port, and intermodal facilities of Boston. Due to its proximity to Boston proper, Quincy is connected not only by these modes of transportation but also to the regional subway system, operated by the Massachusetts Bay Transportation Authority (MBTA), known locally as ""The T"". The four subway or ""T"" stops in Quincy, which are on the MBTA's Red Line, are North Quincy Station, Wollaston Station, Quincy Center Station, and Quincy Adams Station.",https://www.quincyma.gov/,,"https://en.wikipedia.org/wiki/Quincy,_Massachusetts",https://commons.wikimedia.org/wiki/File:Quincycenter.jpg,https://commons.wikimedia.org/wiki/File:South_Junior_High_School_Quincy_MA.jpg,https://commons.wikimedia.org/wiki/File:Granite_Trust_Building_Quincy.jpg,,23,1750,1925,2350,2925,3125,3600,4075,,-71.0203,42.2394,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/South_Junior_High_School_Quincy_MA.jpg/120px-South_Junior_High_School_Quincy_MA.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,South Junior High School Quincy MA,"<a href=""//commons.wikimedia.org/wiki/User:Sswonk"" title=""User:Sswonk"">Sswonk</a>",Sswonk,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Quincycenter.jpg/120px-Quincycenter.jpg,CC BY 2.5,https://creativecommons.org/licenses/by/2.5,Quincycenter,"<a href=""https://en.wikipedia.org/wiki/User:Cquan"" class=""extiw"" title=""wikipedia:User:Cquan"">Cquan</a> at <a href=""https://en.wikipedia.org/wiki/"" class=""extiw"" title=""wikipedia:"">English Wikipedia</a>",Kalbbes,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Granite_Trust_Building_Quincy.jpg/120px-Granite_Trust_Building_Quincy.jpg,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,Granite Trust Building Quincy,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Max_Youmans&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Max Youmans (page does not exist)"">Max Youmans</a>",Max Youmans
Quincy,02170,1,4,2,75,0,697,4,1,42.2667,-71.0164,"Quincy is the largest city in Norfolk County, Massachusetts. It is part of Metropolitan Boston and one of Boston's immediate southern suburbs. Its population in 2014 was 93,397, making it the eighth-largest city in the state. Known as the ""City of Presidents,"" Quincy is the birthplace of two U.S. presidents—John Adams and his son John Quincy. Quincy is home to various educational institutions, public and private, including one early childhood education center, one Montessori school, one Catholic school, one college-preparatory school, two colleges, Eastern Nazarene College, a private liberal arts and sciences college, and Quincy College, a private, localized college, two public high schools, five public middle schools, and 12 public elementary schools. As part of Metro Boston, Quincy has easy access to transportation facilities. State highways and the Interstate system connect the Greater Boston area to the airport, port, and intermodal facilities of Boston. Due to its proximity to Boston proper, Quincy is connected not only by these modes of transportation but also to the regional subway system, operated by the Massachusetts Bay Transportation Authority (MBTA), known locally as ""The T"". The four subway or ""T"" stops in Quincy, which are on the MBTA's Red Line, are North Quincy Station, Wollaston Station, Quincy Center Station, and Quincy Adams Station.",https://www.quincyma.gov/,,"https://en.wikipedia.org/wiki/Quincy,_Massachusetts",https://commons.wikimedia.org/wiki/File:Quincycenter.jpg,https://commons.wikimedia.org/wiki/File:South_Junior_High_School_Quincy_MA.jpg,https://commons.wikimedia.org/wiki/File:Granite_Trust_Building_Quincy.jpg,,23,1750,1925,2350,2925,3125,3600,4075,,-71.0164,42.2667,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/South_Junior_High_School_Quincy_MA.jpg/120px-South_Junior_High_School_Quincy_MA.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,South Junior High School Quincy MA,"<a href=""//commons.wikimedia.org/wiki/User:Sswonk"" title=""User:Sswonk"">Sswonk</a>",Sswonk,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Quincycenter.jpg/120px-Quincycenter.jpg,CC BY 2.5,https://creativecommons.org/licenses/by/2.5,Quincycenter,"<a href=""https://en.wikipedia.org/wiki/User:Cquan"" class=""extiw"" title=""wikipedia:User:Cquan"">Cquan</a> at <a href=""https://en.wikipedia.org/wiki/"" class=""extiw"" title=""wikipedia:"">English Wikipedia</a>",Kalbbes,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Granite_Trust_Building_Quincy.jpg/120px-Granite_Trust_Building_Quincy.jpg,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,Granite Trust Building Quincy,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Max_Youmans&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Max Youmans (page does not exist)"">Max Youmans</a>",Max Youmans
Quincy,02171,1,4,2,75,0,1496,5,1,42.2861,-71.0253,"Quincy is the largest city in Norfolk County, Massachusetts. It is part of Metropolitan Boston and one of Boston's immediate southern suburbs. Its population in 2014 was 93,397, making it the eighth-largest city in the state. Known as the ""City of Presidents,"" Quincy is the birthplace of two U.S. presidents—John Adams and his son John Quincy. Quincy is home to various educational institutions, public and private, including one early childhood education center, one Montessori school, one Catholic school, one college-preparatory school, two colleges, Eastern Nazarene College, a private liberal arts and sciences college, and Quincy College, a private, localized college, two public high schools, five public middle schools, and 12 public elementary schools. As part of Metro Boston, Quincy has easy access to transportation facilities. State highways and the Interstate system connect the Greater Boston area to the airport, port, and intermodal facilities of Boston. Due to its proximity to Boston proper, Quincy is connected not only by these modes of transportation but also to the regional subway system, operated by the Massachusetts Bay Transportation Authority (MBTA), known locally as ""The T"". The four subway or ""T"" stops in Quincy, which are on the MBTA's Red Line, are North Quincy Station, Wollaston Station, Quincy Center Station, and Quincy Adams Station.",https://www.quincyma.gov/,,"https://en.wikipedia.org/wiki/Quincy,_Massachusetts",https://commons.wikimedia.org/wiki/File:Quincycenter.jpg,https://commons.wikimedia.org/wiki/File:South_Junior_High_School_Quincy_MA.jpg,https://commons.wikimedia.org/wiki/File:Granite_Trust_Building_Quincy.jpg,,23,1750,1925,2350,2925,3125,3600,4075,,-71.0253,42.2861,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/South_Junior_High_School_Quincy_MA.jpg/120px-South_Junior_High_School_Quincy_MA.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,South Junior High School Quincy MA,"<a href=""//commons.wikimedia.org/wiki/User:Sswonk"" title=""User:Sswonk"">Sswonk</a>",Sswonk,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Quincycenter.jpg/120px-Quincycenter.jpg,CC BY 2.5,https://creativecommons.org/licenses/by/2.5,Quincycenter,"<a href=""https://en.wikipedia.org/wiki/User:Cquan"" class=""extiw"" title=""wikipedia:User:Cquan"">Cquan</a> at <a href=""https://en.wikipedia.org/wiki/"" class=""extiw"" title=""wikipedia:"">English Wikipedia</a>",Kalbbes,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Granite_Trust_Building_Quincy.jpg/120px-Granite_Trust_Building_Quincy.jpg,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,Granite Trust Building Quincy,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Max_Youmans&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Max Youmans (page does not exist)"">Max Youmans</a>",Max Youmans
Melrose,02176,1,1,1,83,0,1425,4,1,42.4556,-71.0591,"Melrose is a city located in the Greater Boston metropolitan area in Middlesex County, Massachusetts. It is a suburb located approximately seven miles north of Boston and is situated in the center of the triangle created by Interstates 93, 95 and U.S. Route 1. The city is also served by the MBTA. Oak Grove, the northern terminus of the MBTA's Orange Line subway system, is located in Malden on the Melrose city line.The Melrose School district runs several schools including The Franklin Early Childhood Center, five elementary schools (Roosevelt, Lincoln, Winthrop, Hoover, and Horace Mann), Melrose Veterans Memorial Middle School (MVMMS), and Melrose High School. The city also has a private elementary school, St. Mary's, run by one of the city's Catholic churches of the same name. The Franklin Early Childhood Center houses preschool, pre-k and multiage programs enrolling about 240 three- to five-year-old learners. MVMMS is school to about one thousand eleven- through fourteen-year-olds and is the winner of the 2002 Massachusetts Department of Education's Compass School Award, the 2007 Massachusetts Technology Collaborative's Green School Award (for its use of solar energy), and the 2008 New England League of Middle Schools' Spotlight School Award. There are many health care facilities located in Melrose.",https://www.cityofmelrose.org/,"Melrose is a city located in the Greater Boston metropolitan area in Middlesex County, Massachusetts, United States. It is a suburb located approximately seven miles north of Boston and is situated in the center of the triangle created by Interstates 93, 95 and U.S. Route 1. The city is also served by the MBTA. Service includes five bus routes: 106, 131, 132, 136 and 137. There are three commuter rail stations: Wyoming Hill, Melrose/Cedar Park, and Melrose Highlands. Oak Grove, the northern terminus of the MBTA's Orange Line subway system, is located in Malden on the Melrose city line. Oak Grove is primarily a park-and-ride station with 788 parking spaces.The Melrose School district runs several schools including The Franklin Early Childhood Center, five elementary schools (Roosevelt, Lincoln, Winthrop, Hoover, and Horace Mann), Melrose Veterans Memorial Middle School (MVMMS), and Melrose High School. The city also has a private elementary school, St. Mary's, run by one of the city's Catholic churches of the same name. The Franklin Early Childhood Center houses preschool, pre-k and multiage programs enrolling about 240 three- to five-year-old learners. MVMMS is school to about one thousand eleven- through fourteen-year-olds and is the winner of the 2002 Massachusetts Department of Education's Compass School Award, the 2007 Massachusetts Technology Collaborative's Green School Award (for its use of solar energy), and the 2008 New England League of Middle Schools' Spotlight School Award. There are many health care facilities located in Melrose.","https://en.wikipedia.org/wiki/Melrose,_Massachusetts",https://commons.wikimedia.org/wiki/File:Downtown_Melrose.jpg,https://en.wikipedia.org/wiki/File:Melrose_middle_school.jpg,"https://commons.wikimedia.org/wiki/File:Main_Street,_Melrose_MA.jpg",https://commons.wikimedia.org/wiki/File:Melrose_Wakefield_Hospital.jpg,84,1675,1850,2250,2800,3000,3450,3900,,-71.0591,42.4556,https://upload.wikimedia.org/wikipedia/en/thumb/5/55/Melrose_middle_school.jpg/120px-Melrose_middle_school.jpg,Cc-by-sa-3.0,https://creativecommons.org/licenses/by-sa/3.0/,Melrose middle school,,Ziplux~enwiki,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Melrose_Wakefield_Hospital.jpg/120px-Melrose_Wakefield_Hospital.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Melrose Wakefield Hospital,"<a href=""//commons.wikimedia.org/w/index.php?title=User:BastiK1887&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:BastiK1887 (page does not exist)"">BastiK1887</a>",BastiK1887,https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Downtown_Melrose.jpg/120px-Downtown_Melrose.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Downtown Melrose,"<a href=""https://en.wikipedia.org/wiki/User:Grk1011"" class=""extiw"" title=""en:User:Grk1011"">Grk1011/Stephen</a> (<a href=""https://en.wikipedia.org/wiki/User_talk:Grk1011"" class=""extiw"" title=""en:User talk:Grk1011"">talk</a>)",BotMultichillT,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Main_Street%2C_Melrose_MA.jpg/120px-Main_Street%2C_Melrose_MA.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,"Main Street, Melrose MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42
Stoneham,02180,1,2,2,77,0,876,4,1,42.4745,-71.097,"Stoneham is a town in Middlesex County, Massachusetts, nine miles north of downtown Boston. Its population was 21,437 at the 2010 census, and its proximity to major highways and public transportation offer convenient access to Boston and the North Shore coastal region and beaches of Massachusetts. Stoneham is the home of a public high school (Stoneham High School) and one public middle school (Stoneham Central Middle School). There are also three public elementary schools (Colonial Park School, Robin Hood School, and South School) in the town. The Oak Grove subway station is 3.8 miles from Stoneham Center, in Malden, and is the northern terminus of the MBTA's Orange Line. Several commuter rail stations are in bordering communities of Melrose, Winchester, Wakefield, Reading, Medford, Woburn and Malden, each providing transportation to Boston's North Station. The MBTA's 132 bus route travels through Stoneham Center, offering transportation to the Orange Line at Oak Grove and Malden Station. And the MBTA's 325 Express Bus to downtown Boston offers limited service. ",http://www.stoneham-ma.gov/,,"https://en.wikipedia.org/wiki/Stoneham,_Massachusetts","https://commons.wikimedia.org/wiki/File:Main_Street,_Stoneham_MA.jpg",https://www.google.com/search?biw=1016&bih=793&tbs=isz%3Alt%2Cislt%3Asvga%2Csur%3Afc&tbm=isch&sa=1&ei=50TxXLioFJL45gKh577ADA&q=STONEHAM+ma&oq=STONEHAM+ma&gs_l=img.3..0l4j0i5i30l4j0i8i30l2.1237.2069..2371...0.0..0.245.392.2j0j1......0....1j2..gws-wiz-img.......0i67.LuT97li_qKs#imgrc=7NBH7SzKAFuGrM:,,"https://commons.wikimedia.org/wiki/File:Stoneham_Town_Common_-_Stoneham,_MA_-_DSC04249.JPG",62,1575,1725,2100,2600,2800,3200,3650,,-71.097,42.4745,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Stoneham_Town_Common_-_Stoneham%2C_MA_-_DSC04249.JPG/120px-Stoneham_Town_Common_-_Stoneham%2C_MA_-_DSC04249.JPG,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,"Stoneham Town Common - Stoneham, MA - DSC04249","<a href=""//commons.wikimedia.org/wiki/User:Daderot"" title=""User:Daderot"">Daderot</a>",Daderot,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Main_Street%2C_Stoneham_MA.jpg/120px-Main_Street%2C_Stoneham_MA.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,"Main Street, Stoneham MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,,,,,,
