zip_code,town,town_website_description,town_link,wikipedia,wikipedia_link,street,school,town_square,open_space_or_landmark,extra,school_thumbnail,school_license,school_license_url,school_description,school_artist,school_username,open_space_or_landmark_thumbnail,open_space_or_landmark_license,open_space_or_landmark_license_url,open_space_or_landmark_description,open_space_or_landmark_artist,open_space_or_landmark_username,street_thumbnail,street_license,street_license_url,street_description,street_artist,street_username,town_square_thumbnail,town_square_license,town_square_license_url,town_square_description,town_square_artist,town_square_username
1756,MENDON,,http://www.mendonma.gov/,"Mendon is a town in Worcester County, Massachusetts. In 1986 Congress created the Blackstone River Valley National Heritage Corridor, a national park. Mendon falls within this corridor. In modern times, Mendon serves primarily as a bedroom community but has seen some significant commercial development along Route 16 in recent years. Southwick's Zoo in Mendon is currently Massachusetts's largest zoo. The Mendon Twin Drive-In, one of only three drive-in theaters in Massachusetts, is located in Mendon.","https://en.wikipedia.org/wiki/Mendon,_Massachusetts","https://commons.wikimedia.org/wiki/File:Taft_Public_Library_and_Mendon_Town_Hall,_MA.jpg",https://www.mursd.org/domain/27,"https://commons.wikimedia.org/wiki/File:First_Parish,_Mendon_MA.jpg","https://commons.wikimedia.org/wiki/File:Mendon_Twin_Drive_In,_Mendon_MA.jpg",,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Mendon_Twin_Drive_In%2C_Mendon_MA.jpg/120px-Mendon_Twin_Drive_In%2C_Mendon_MA.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"Mendon Twin Drive In, Mendon MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Taft_Public_Library_and_Mendon_Town_Hall%2C_MA.jpg/120px-Taft_Public_Library_and_Mendon_Town_Hall%2C_MA.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,"Taft Public Library and Mendon Town Hall, MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/First_Parish%2C_Mendon_MA.jpg/60px-First_Parish%2C_Mendon_MA.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,"First Parish, Mendon MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42
1949,MIDDLETON,,https://middletonma.gov/,"Middleton is a town in Essex County, Massachusetts, Middleton lies just west of Interstate 95, with two very short parts of the highway passing through corners of the town before and after passing through Topsfield. T. There is no rail service within town; there are two lines (the Haverhill/Reading Line and the Newburyport/Rockport Line) of the MBTA Commuter Rail to the west and south of town, both of which provide access to Boston's North Station. ","https://en.wikipedia.org/wiki/Middleton,_Massachusetts","https://commons.wikimedia.org/wiki/File:Flint_Public_Library,_Middleton_MA.jpg",https://www.msd134.org/Domain/13,https://commons.wikimedia.org/wiki/File:Middleton_MA_downtown_looking_east.jpg,https://commons.wikimedia.org/wiki/File:MiddletonMA_DeaconEdwardPutnamJrHouse.jpg,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/MiddletonMA_DeaconEdwardPutnamJrHouse.jpg/120px-MiddletonMA_DeaconEdwardPutnamJrHouse.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,MiddletonMA DeaconEdwardPutnamJrHouse,"<a href=""//commons.wikimedia.org/wiki/User:Magicpiano"" title=""User:Magicpiano"">User:Magicpiano</a>",Magicpiano,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Flint_Public_Library%2C_Middleton_MA.jpg/120px-Flint_Public_Library%2C_Middleton_MA.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,"Flint Public Library, Middleton MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Middleton_MA_downtown_looking_east.jpg/120px-Middleton_MA_downtown_looking_east.jpg,CC-BY-SA-3.0,http://creativecommons.org/licenses/by-sa/3.0/,Middleton MA downtown looking east,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Theonlysilentbob&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Theonlysilentbob (page does not exist)"">Theonlysilentbob</a>",Theonlysilentbob~commonswiki
2054,MILLIS,,http://www.millis.org/,"Millis is a town in Norfolk County in the U.S. state of Massachusetts. The town is approximately 19 miles southwest of downtown Boston. Massachusetts state routes 109 and 115 run through Millis. The Millis educational system is served by Clyde F. Brown Elementary School and Millis Middle/High School. In 2006 Millis ranked first in the state, alongside the Boston Latin School, for English MCAS scores. Millis also came in tenth in the state in the Math portion of the MCAS in the same year. In 2007 Millis was awarded the Blue Ribbon School Of Excellence award by the Federal Government under the No Child Left Behind Act. In addition, Millis High School has been awarded with Silver Medal status is U.S. News & World Report's [1] online ranking of U.S. highschools. In 2010, Millis earned Silver Medal status as one of America's Best High Schools in U.S. News & World Report's latest ranking of public high schools.","https://en.wikipedia.org/wiki/Millis,_Massachusetts","https://commons.wikimedia.org/wiki/File:Veterans_Memorial_Building,_Millis_MA.jpg","https://commons.wikimedia.org/wiki/File:Millis_High_School,_Millis_MA.jpg","https://commons.wikimedia.org/wiki/File:Main_Street,_Millis_MA.jpg","https://commons.wikimedia.org/wiki/File:Charles_River,_Cedariver,_Millis_MA.jpg",,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Millis_High_School%2C_Millis_MA.jpg/120px-Millis_High_School%2C_Millis_MA.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"Millis High School, Millis MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Charles_River%2C_Cedariver%2C_Millis_MA.jpg/120px-Charles_River%2C_Cedariver%2C_Millis_MA.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"Charles River, Cedariver, Millis MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Veterans_Memorial_Building%2C_Millis_MA.jpg/120px-Veterans_Memorial_Building%2C_Millis_MA.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,"Veterans Memorial Building, Millis MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Main_Street%2C_Millis_MA.jpg/120px-Main_Street%2C_Millis_MA.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"Main Street, Millis MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42
2186,MILTON,"Milton is a contemporary suburban community in eastern Massachusetts that prides itself on a rich historical heritage, tree-lined streets, and acres of protected open space. Milton is unique in that it has the most privately and publicly conserved land within 20 miles of Boston, giving the town a bucolic atmosphere in close proximity to the cultural and business opportunities in the Greater Boston area. Milton residents have quick access to major highways such as Routes 128, Interstate 93 and Interstate 95. Residents can also access the Red Line into Boston via the Mattapan Trolley. The Milton Public Schools serves approximately 4,200 students in four elementary schools, one middle school and one high school. In addition Milton offers a developmental preschool, before and after school programs and summer school programs. All six of the district’s buildings have been rebuilt or updated to state-of-the-art facilities.",https://www.miltonps.org/about/overview,,"https://en.wikipedia.org/wiki/Milton,_Massachusetts",https://commons.wikimedia.org/wiki/File:Railway_Village_HD_Milton_MA_02.jpg,https://patch.com/massachusetts/milton/celebrate-milton-2017-weekend-pierce-middle-school,https://commons.wikimedia.org/wiki/File:Blue_Hills_Parkway_MIlton_MA.jpg,https://commons.wikimedia.org/wiki/File:Scotts_Woods_HD_Milton_MA.jpg,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Scotts_Woods_HD_Milton_MA.jpg/120px-Scotts_Woods_HD_Milton_MA.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Scotts Woods HD Milton MA,"<a href=""//commons.wikimedia.org/wiki/User:Jameslwoodward"" title=""User:Jameslwoodward"">Jameslwoodward</a>",Jameslwoodward,https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Railway_Village_HD_Milton_MA_02.jpg/120px-Railway_Village_HD_Milton_MA_02.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Railway Village HD Milton MA 02,"<a href=""//commons.wikimedia.org/wiki/User:Jameslwoodward"" title=""User:Jameslwoodward"">Jameslwoodward</a>",Jameslwoodward,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Blue_Hills_Parkway_MIlton_MA.jpg/120px-Blue_Hills_Parkway_MIlton_MA.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Blue Hills Parkway MIlton MA,"<a href=""//commons.wikimedia.org/wiki/User:Jameslwoodward"" title=""User:Jameslwoodward"">Jameslwoodward</a>",Jameslwoodward
1908,NAHANT,,http://www.nahant.org/default.shtml,"The Town of Nahant is a resort town of rocky coasts in the southernmost part of Essex County, 14 miles north of Boston. Nahant does not have a middle or high school. Students attend grades preschool through sixth at Johnson Elementary School in Nahant. For grades seven through twelve, students attend schools in nearby Swampscott.[14] The nearest state route is Route 129, within Lynn. The nearest highways are a highway portion of U.S. Route 1 in Saugus and Interstate 95 and Route 128 in Peabody. The only mass transit within town is route 439 of the MBTA Bus system, which loops within town before passing back into Lynn, providing access to Central Square, home to a stop along the Newburyport/Rockport Line of the MBTA Commuter Rail, providing service between the North Shore and Boston's North Station. ","https://en.wikipedia.org/wiki/Nahant,_Massachusetts","https://commons.wikimedia.org/wiki/File:US_Post_Office,_Nahant_MA.jpg",http://www.nahant.org/departments/school.shtml#gpm1_1,"https://commons.wikimedia.org/wiki/File:Nahant_Beach_Reservation,_Nahant_MA.jpg",https://commons.wikimedia.org/wiki/File:Nahant_MA_-_aerial.jpg,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Nahant_MA_-_aerial.jpg/120px-Nahant_MA_-_aerial.jpg,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,Nahant MA - aerial,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/photos/52614599@N00"">Doc Searls</a> from Santa Barbara, USA",Jonesey,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/US_Post_Office%2C_Nahant_MA.jpg/120px-US_Post_Office%2C_Nahant_MA.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,"US Post Office, Nahant MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Nahant_Beach_Reservation%2C_Nahant_MA.jpg/120px-Nahant_Beach_Reservation%2C_Nahant_MA.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,"Nahant Beach Reservation, Nahant MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42
1760,NATICK,,http://www.natickps.org/about,"Natick s a town in Middlesex County, Massachusetts, near the center of the MetroWest region of Massachusetts. Only 17 miles (27 km) west of Boston, Natick is considered part of the Greater Boston area. Natick Public Schools is an innovative and dynamic learning community dedicated to ensuring all students achieve success in a safe, trusting, respectful environment where learning is exciting and engaging. We are a community interested in driving innovation to transform learning and increase student achievement. Our district boasts outstanding student performance, innovative thought leadership, and overall excellence as an educational powerhouse in Massachusetts. We look forward to educating your child and encourage you to connect with us anytime.  Natick Center station, in the downtown area, is served by the MBTA Commuter Rail Framingham/Worcester Line. In the 1990s new downtown construction of a town hall, fire/police station, and enlargement to the library gave the downtown a fresh new look. New municipal buildings exist alongside several historic buildings and churches, the restored Central Fire House, several banks, restaurants and small businesses.","https://en.wikipedia.org/wiki/Natick,_Massachusetts","https://commons.wikimedia.org/wiki/File:Main_Street,_Natick_MA.jpg",http://www.jreadcorp.com/project/natick/,https://es.m.wikipedia.org/wiki/Archivo:Natick_center.jpg,"https://commons.wikimedia.org/wiki/File:Looking_west._Downtown_Natick,_MA.jpg",,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Looking_west._Downtown_Natick%2C_MA.jpg/120px-Looking_west._Downtown_Natick%2C_MA.jpg,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,"Looking west. Downtown Natick, MA","<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/87434398@N00"">Jared and Corin</a>",FlickreviewR,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Main_Street%2C_Natick_MA.jpg/120px-Main_Street%2C_Natick_MA.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"Main Street, Natick MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Natick_center.jpg/120px-Natick_center.jpg,Public domain,,Natick center,"<a href=""//commons.wikimedia.org/wiki/User:Marcbela"" title=""User:Marcbela"">Marcbela</a> (Marc N. Belanger)",Marcbela
2492,NEEDHAM,,http://www.needhamma.gov/,"Needham is a town in Norfolk County, Massachusetts. The I-95/Route 128 circumferential highway that circles Boston passes through Needham. Commuter rail service from Boston's South Station is provided by the MBTA with four stops in Needham on its Needham Line: Needham Heights, Needham Center, Needham Junction and Hersey. The Town of Needham operates one high school, Needham High School, which underwent a $62-million renovation that was completed in 2009;[24] two middle schools: William F. Pollard Middle School, for seventh and eighth grade, and High Rock School, for sixth grade only; and five elementary schools for grades K-5: John Eliot Elementary School, Hillside Elementary School, William Mitchell Elementary School, Newman Elementary School, and Broadmeadow Elementary School. ","https://en.wikipedia.org/wiki/Needham,_Massachusetts#Education","https://commons.wikimedia.org/wiki/File:Corner_of_Highland,_Great_Plain_and_Dedham_Avenues,_Needham_MA.jpg","https://commons.wikimedia.org/wiki/File:Needham_High_School,_Needham_MA.jpg","https://vo.wikipedia.org/wiki/Ragiv:Needham_Center_MBTA_station,_Needham_MA.jpg","https://commons.wikimedia.org/wiki/File:Needham_Junction_MBTA_station,_Needham_MA.jpg",,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Needham_High_School%2C_Needham_MA.jpg/120px-Needham_High_School%2C_Needham_MA.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,"Needham High School, Needham MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Needham_Junction_MBTA_station%2C_Needham_MA.jpg/120px-Needham_Junction_MBTA_station%2C_Needham_MA.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,"Needham Junction MBTA station, Needham MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Corner_of_Highland%2C_Great_Plain_and_Dedham_Avenues%2C_Needham_MA.jpg/120px-Corner_of_Highland%2C_Great_Plain_and_Dedham_Avenues%2C_Needham_MA.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,"Corner of Highland, Great Plain and Dedham Avenues, Needham MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Needham_Center_MBTA_station%2C_Needham_MA.jpg/120px-Needham_Center_MBTA_station%2C_Needham_MA.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,"Needham Center MBTA station, Needham MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42
2494,NEEDHAM,,http://www.needhamma.gov/,"Needham is a town in Norfolk County, Massachusetts. The I-95/Route 128 circumferential highway that circles Boston passes through Needham. Commuter rail service from Boston's South Station is provided by the MBTA with four stops in Needham on its Needham Line: Needham Heights, Needham Center, Needham Junction and Hersey. The Town of Needham operates one high school, Needham High School, which underwent a $62-million renovation that was completed in 2009;[24] two middle schools: William F. Pollard Middle School, for seventh and eighth grade, and High Rock School, for sixth grade only; and five elementary schools for grades K-5: John Eliot Elementary School, Hillside Elementary School, William Mitchell Elementary School, Newman Elementary School, and Broadmeadow Elementary School. ","https://en.wikipedia.org/wiki/Needham,_Massachusetts#Education","https://commons.wikimedia.org/wiki/File:Corner_of_Highland,_Great_Plain_and_Dedham_Avenues,_Needham_MA.jpg","https://commons.wikimedia.org/wiki/File:Needham_High_School,_Needham_MA.jpg","https://vo.wikipedia.org/wiki/Ragiv:Needham_Center_MBTA_station,_Needham_MA.jpg","https://commons.wikimedia.org/wiki/File:Needham_Junction_MBTA_station,_Needham_MA.jpg",,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Needham_High_School%2C_Needham_MA.jpg/120px-Needham_High_School%2C_Needham_MA.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,"Needham High School, Needham MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Needham_Junction_MBTA_station%2C_Needham_MA.jpg/120px-Needham_Junction_MBTA_station%2C_Needham_MA.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,"Needham Junction MBTA station, Needham MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Corner_of_Highland%2C_Great_Plain_and_Dedham_Avenues%2C_Needham_MA.jpg/120px-Corner_of_Highland%2C_Great_Plain_and_Dedham_Avenues%2C_Needham_MA.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,"Corner of Highland, Great Plain and Dedham Avenues, Needham MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Needham_Center_MBTA_station%2C_Needham_MA.jpg/120px-Needham_Center_MBTA_station%2C_Needham_MA.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,"Needham Center MBTA station, Needham MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42
1950,NEWBURYPORT,,https://www.cityofnewburyport.com/,"Newburyport is a small coastal, scenic, and historic city in Essex County, Massachusetts, United States, 35 miles northeast of Boston A historic seaport with a vibrant tourism industry, Newburyport includes part of Plum Island. Interstate 95 passes through the western side of town,  The Merrimack Valley Regional Transit Authority provides regular bus service between the city and Haverhill, which includes access to the commuter rail station in Newburyport. The bus costs $1.25 for adults paying cash and $1 for adults paying with CharlieCard. C&J[52] and Coach Company, privately operated coach carriers, operate commuter bus services between Newburyport and Boston. Newburyport is the northern terminus of the Newburyport/Rockport Line of the MBTA Commuter Rail system, providing access through several North Shore cities to Boston's North Station.","https://en.wikipedia.org/wiki/Newburyport,_Massachusetts",https://www.flickr.com/photos/masstravel/8531754552,https://en.wikipedia.org/wiki/Newburyport_High_School#/media/File:Newburyport_High_School.jpg,https://commons.wikimedia.org/wiki/File:Newburyport_downtown.jpg,http://www.publicdomainfiles.com/show_file.php?id=13981218027179,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Newburyport_High_School.jpg/120px-Newburyport_High_School.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Newburyport High School,"<a href=""//commons.wikimedia.org/wiki/User:Fletcher6"" title=""User:Fletcher6"">Fletcher6</a>",Fletcher6,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Newburyport_downtown.jpg/120px-Newburyport_downtown.jpg,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,Newburyport downtown,The Sharpteam,TimothyDexter
2461,NEWTON,"Located just outside of Boston, Newton is well respected for the quality of education, community life, exceptional homes, and beautiful open spaces. Newton has frequently been voted as one of the 10 best communities to live in. With a population of about 80,000 residents and approximately 26,000 homes, the City also houses Boston College, UMass Amherst at Mt. Ida Campus and Lasell College. The Boston Marathon runs right through the City with Heartbreak Hill beginning next to City Hall. The Newton Free Library is well respected as one of the largest, most well equipped libraries in the Commonwealth. By size the city is 18.3 square miles bordering the communities of Brookline, Brighton, Watertown, Waltham, Weston, Wellesley, Needham and West Roxbury. Newton also has east–west and north-south highway infrastructure with Routes 90 and 95 running through the city.

",http://www.newtonma.gov/about/default.asp,,"https://en.wikipedia.org/wiki/Newton,_Massachusetts","https://commons.wikimedia.org/wiki/File:Windermere_Rd,_Newton_MA.jpg",https://commons.wikimedia.org/wiki/File:Newton_North_High_School_and_Tiger_Drive.agr.jpg,"https://en.wikipedia.org/wiki/File:Lincoln_St,_Newton_Highlands_MA.jpg","https://en.m.wikipedia.org/wiki/File:Bullough%27s_Pond,_Newton_MA.jpg",,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Newton_North_High_School_and_Tiger_Drive.agr.jpg/120px-Newton_North_High_School_and_Tiger_Drive.agr.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Newton North High School and Tiger Drive.agr,"<a href=""//commons.wikimedia.org/wiki/User:ArnoldReinhold"" title=""User:ArnoldReinhold"">ArnoldReinhold</a>",ArnoldReinhold,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Bullough%27s_Pond%2C_Newton_MA.jpg/120px-Bullough%27s_Pond%2C_Newton_MA.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,"Bullough's Pond, Newton MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Windermere_Rd%2C_Newton_MA.jpg/120px-Windermere_Rd%2C_Newton_MA.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,"Windermere Rd, Newton MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Lincoln_St%2C_Newton_Highlands_MA.jpg/120px-Lincoln_St%2C_Newton_Highlands_MA.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,"Lincoln St, Newton Highlands MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42
2464,NEWTON,"Located just outside of Boston, Newton is well respected for the quality of education, community life, exceptional homes, and beautiful open spaces. Newton has frequently been voted as one of the 10 best communities to live in. With a population of about 80,000 residents and approximately 26,000 homes, the City also houses Boston College, UMass Amherst at Mt. Ida Campus and Lasell College. The Boston Marathon runs right through the City with Heartbreak Hill beginning next to City Hall. The Newton Free Library is well respected as one of the largest, most well equipped libraries in the Commonwealth. By size the city is 18.3 square miles bordering the communities of Brookline, Brighton, Watertown, Waltham, Weston, Wellesley, Needham and West Roxbury. Newton also has east–west and north-south highway infrastructure with Routes 90 and 95 running through the city.

",http://www.newtonma.gov/about/default.asp,,"https://en.wikipedia.org/wiki/Newton,_Massachusetts","https://commons.wikimedia.org/wiki/File:Windermere_Rd,_Newton_MA.jpg",https://commons.wikimedia.org/wiki/File:Newton_North_High_School_and_Tiger_Drive.agr.jpg,"https://en.wikipedia.org/wiki/File:Lincoln_St,_Newton_Highlands_MA.jpg","https://en.m.wikipedia.org/wiki/File:Bullough%27s_Pond,_Newton_MA.jpg",,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Newton_North_High_School_and_Tiger_Drive.agr.jpg/120px-Newton_North_High_School_and_Tiger_Drive.agr.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Newton North High School and Tiger Drive.agr,"<a href=""//commons.wikimedia.org/wiki/User:ArnoldReinhold"" title=""User:ArnoldReinhold"">ArnoldReinhold</a>",ArnoldReinhold,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Bullough%27s_Pond%2C_Newton_MA.jpg/120px-Bullough%27s_Pond%2C_Newton_MA.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,"Bullough's Pond, Newton MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Windermere_Rd%2C_Newton_MA.jpg/120px-Windermere_Rd%2C_Newton_MA.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,"Windermere Rd, Newton MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Lincoln_St%2C_Newton_Highlands_MA.jpg/120px-Lincoln_St%2C_Newton_Highlands_MA.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,"Lincoln St, Newton Highlands MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42
